aland10,ameri_es,asian,awater10,black,block,blockce10,city,county,countyfp10,funcstat10,geoid10,globalid,hawn_pi,hispanic,hse_units,id_trc_blk,intptlat10,intptlon10,mtfcc10,multi_race,name10,non_hispa,objectid,occup,other,pst_cd,shape_star,shape_stle,state,statefp10,sumlev,total_pop,tract,tractce10,uace10,ur10,vacant,white,councildis
18578.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,4.0000000000000000000000000000000,"3009","3009",BUFFALO,"029","029",S,"360290046013009",{0AB23402-84E3-489D-8591-030793927C24},0.0000000000000000000000000000000,0.0000000000000000000000000000000,16.0000000000000000000000000000000,"0046013009","+42.9557053","-078.8250541",G5040,0.0000000000000000000000000000000,Block 3009,28.0000000000000000000000000000000,3232.0000000000000000000000000000000,15.0000000000000000000000000000000,0.0000000000000000000000000000000,UNIVERSITY,0.0000020493598153995740742674622,0.0063516120339935106670070652513,"36","36","750",28.0000000000000000000000000000000,"004601","004601",,,1.0000000000000000000000000000000,24.0000000000000000000000000000000,UNIVERSITY
17704.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,13.0000000000000000000000000000000,"1004","1004",BUFFALO,"029","029",S,"360290019001004",{98340578-45EC-477B-AA0E-57B1722E3727},0.0000000000000000000000000000000,8.0000000000000000000000000000000,59.0000000000000000000000000000000,"0019001004","+42.8709436","-078.8154674",G5040,8.0000000000000000000000000000000,Block 1004,114.0000000000000000000000000000000,575.0000000000000000000000000000000,51.0000000000000000000000000000000,2.0000000000000000000000000000000,LOVEJOY,0.0000019503645585576445307084137,0.0060402846013423838050782066489,"36","36","750",122.0000000000000000000000000000000,"001900","001900",,,8.0000000000000000000000000000000,99.0000000000000000000000000000000,LOVEJOY
46710.0000000000000000000000000000000,2.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"1001","1001",BUFFALO,"029","029",S,"360290063021001",{3A2D107D-45C5-483E-A171-7B98D50CBDB9},0.0000000000000000000000000000000,4.0000000000000000000000000000000,31.0000000000000000000000000000000,"0063021001","+42.9288441","-078.8702033",G5040,2.0000000000000000000000000000000,Block 1001,60.0000000000000000000000000000000,682.0000000000000000000000000000000,26.0000000000000000000000000000000,0.0000000000000000000000000000000,DELAWARE,0.0000051505993601282379080715315,0.0104618387697400748448384177891,"36","36","750",64.0000000000000000000000000000000,"006302","006302",,,5.0000000000000000000000000000000,60.0000000000000000000000000000000,DELAWARE
9080.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"2012","2012",BUFFALO,"029","029",S,"360290033022012",{83201C89-C6B6-4B40-B962-D0EA31EE8ED4},0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"0033022012","+42.9067261","-078.8442789",G5040,0.0000000000000000000000000000000,Block 2012,0.0000000000000000000000000000000,555.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,ELLICOTT,0.0000010009442666995893711089256,0.0064530644680053251410756232076,"36","36","750",0.0000000000000000000000000000000,"003302","003302",,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,ELLICOTT
8614.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"2013","2013",BUFFALO,"029","029",S,"360290019002013",{E98F80D1-B4D5-44FA-9906-92CE52FD10C6},0.0000000000000000000000000000000,0.0000000000000000000000000000000,1.0000000000000000000000000000000,"0019002013","+42.8654625","-078.8007829",G5040,0.0000000000000000000000000000000,Block 2013,3.0000000000000000000000000000000,2224.0000000000000000000000000000000,1.0000000000000000000000000000000,0.0000000000000000000000000000000,LOVEJOY,0.0000009488576891450131743833583,0.0039293138547845359379029339664,"36","36","750",3.0000000000000000000000000000000,"001900","001900",,,0.0000000000000000000000000000000,3.0000000000000000000000000000000,LOVEJOY
8124.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"1007","1007",BUFFALO,"029","029",S,"360290165001007",{65CE3643-CE77-4763-BDE8-68CA7FC92011},0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"0165001007","+42.8930547","-078.8725946",G5040,0.0000000000000000000000000000000,Block 1007,0.0000000000000000000000000000000,3204.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,ELLICOTT,0.0000008952661400502596753610447,0.0038973317767420313437187751049,"36","36","750",0.0000000000000000000000000000000,"016500","016500",,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,ELLICOTT
164688.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"3010","3010",BUFFALO,"029","029",S,"360290010003010",{7C3884B5-BD79-41C4-B50D-8D0E970B68D9},0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"0010003010","+42.8409487","-078.7981570",G5040,0.0000000000000000000000000000000,Block 3010,0.0000000000000000000000000000000,261.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,SOUTH,0.0000181340916133046088361095716,0.0173383099875300573933234460355,"36","36","750",0.0000000000000000000000000000000,"001000","001000",,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,SOUTH
41433.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,189.0000000000000000000000000000000,"4003","4003",BUFFALO,"029","029",S,"360290044014003",{DD50DE37-253C-414B-8D35-45E5A8E24555},0.0000000000000000000000000000000,2.0000000000000000000000000000000,108.0000000000000000000000000000000,"0044014003","+42.9388247","-078.8013912",G5040,0.0000000000000000000000000000000,Block 4003,200.0000000000000000000000000000000,71.0000000000000000000000000000000,96.0000000000000000000000000000000,2.0000000000000000000000000000000,UNIVERSITY,0.0000045693843421197780679441323,0.0095472131108703412599725268706,"36","36","750",202.0000000000000000000000000000000,"004401","004401",,,12.0000000000000000000000000000000,11.0000000000000000000000000000000,UNIVERSITY
11197.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"1138","1138",BUFFALO,"029","029",S,"360290165001138",{0C2638B4-2B58-4740-A7E4-3029A140F2DE},0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"0165001138","+42.8756448","-078.8713891",G5040,0.0000000000000000000000000000000,Block 1138,0.0000000000000000000000000000000,2835.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,FILLMORE,0.0000012336417310751197588130929,0.0047338935149193609244755442944,"36","36","750",0.0000000000000000000000000000000,"016500","016500",,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,FILLMORE
11828.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"1013","1013",BUFFALO,"029","029",S,"360290164001013",{8968C3D7-A1D7-433C-9B9F-0EBD620F6F30},0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,"0164001013","+42.8720714","-078.8709282",G5040,0.0000000000000000000000000000000,Block 1013,0.0000000000000000000000000000000,3145.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,FILLMORE,0.0000013029909380756832517288778,0.0060271967739401978089719413845,"36","36","750",0.0000000000000000000000000000000,"016400","016400",,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,FILLMORE
